feature_id,explanation,harmfulness
65532,"Tokens conveying strong emphasis or distinctiveness, often introducing notable qualities or contrasts.",0.12168326030305728
65640,"Tokens representing specific tools, interfaces, branded terms, or organized events.",0.050032768737433675
65643,Tokens forming compound terms or idiomatic expressions with distinct semantic or structural significance.,0.055912750088074246
65696,"Words indicating introduction or a formal setting, such as ""introduce"" and ""office"".",0.02134641745583956
65744,"Verbs or adjectives describing actions, qualities, or states with emphasis on occurrence or intensity.",0.5964015837413903
65760,"Tokens representing emotional states or reactions, often intensified or descriptive in nature.",4.19742827517878
65798,"Tokens evoking emotional intensity or significant change, often metaphorical or abstract in context.",51.874365957478204
65816,"Concrete nouns representing objects, actions, or sensations in specific contexts.",0.01509576988793559
65826,"Tokens referring to the ""bow"" of a ship or other maritime contexts.",0.0037694184944268797
65853,"Tokens resembling ""Bit"", ""Pit"", ""Wit"", and similar monosyllabic words with ""it"" or ""T"" sounds.",0.01258502100781637
65864,Tokens within or adjacent to words containing suffixes or inflections suggesting modification or action.,0.14338039520461157
65898,"Tokens indicating future actions or intentions, especially ""as"" and ""to"" within predictive or conditional contexts.",0.03462602661035014
65971,"Tokens related to agreements, settlements, or deals in legal or formal contexts.",13.495145307801623
66041,Words with suffixes indicating abstract concepts or processes.,0.31774820587780933
66145,"Tokens indicating something novel, artificial, or dimensional, or calls to action like ""sign up"" or ""pick up"".",0.20233604131664945
66240,"Tokens containing ""len"", ""anc"", or similar fragments within proper nouns or locations.",0.005969000407315273
66247,"Prepositions, especially ""of,"" in phrases describing periods or conditions of adversity or specific circumstances.",82.73840615151902
66290,Nouns describing physical objects or spaces with specific utility or function.,0.003634252764768798
66366,Verbs or participles indicating communication or public acknowledgment.,0.19693703783607988
66654,"Tokens denoting formal, archaic, or elevated language often tied to religious or professional contexts.",0.5523055793014591
66824,"Words describing physical actions or sensations, or objects related to touch or impact.",52.58857988414115
66866,"Rare or specialized nouns related to sound, movement, or anatomical structures.",0.17842014203081932
67170,Tokens representing abstract or sensory concepts in descriptive or thematic contexts.,0.04763487528890081
67338,"Words related to imitation or replication, such as mimic, emulate, imitate, often in artistic or functional contexts.",0.3325796616325562
67372,"Tokens expressing comparisons, desires, or targets, often in contexts of aspiration or evaluation.",0.3813480674142987
67478,"Present participles or gerunds ending in ""ing"" representing ongoing actions or processes.",0.01744556602629876
67503,"Tokens implying deliberate action or modification, often verbs or adjectives in a formal or descriptive context.",0.41676621760697324
67568,Action-oriented verbs or adjectives conveying physical or abstract transitions or states.,40.83721506777908
67639,"Tokens indicating actions or processes ending in ""ing"" or initiating an operation or specific task.",0.09834982633664831
67698,Pronouns or nouns referring to specific individuals or entities in a descriptive or relational context.,0.06889616740918915
67730,"Tokens related to physical properties, actions, or structural elements in technical or descriptive contexts.",0.029433131511448014
67763,"Verbs related to operation or functioning in professional, organizational, or mechanical contexts.",0.02368388727472451
67765,"Tokens representing distinct actions, states, or events often related to sports, installations, or transformations.",0.5971110114738565
67776,"The phrase ""first time"" in contexts of novelty, initiation, or new experiences.",0.012650261097965331
67792,"Suffixes indicating processes, states, or conditions, often in technical or formal contexts.",0.03099055184625452
67870,Tokens representing grammatical function words or punctuation in structured or formal contexts.,0.020697663366017693
67909,"Names of cities, especially Washington and Little Rock.",0.0028508498340092184
67944,"Technical or physical concepts or objects often related to design, structure, or functionality.",0.2832751428228135
67945,Action verbs or adjectives related to impactful or notable events or appearances.,28.870646508817316
68029,Nouns or phrases indicating abstract concepts or distinct aspects of objects or experiences.,0.11521802774207585
68081,"Tokens introducing a clause or phrase, often indicating an action or relationship.",0.09411919362844286
68245,"Words describing or implying temporality, change, or states (e.g., future, old, life, now, ally, dynamic).",18.885512096250363
68332,"Proper nouns or descriptive terms related to locations, musical instruments, or expressions of astonishment.",0.008720215076438777
68484,"The token ""from"" following a verb of rescue or saving.",94.28478555631064
68520,Abstract nouns denoting qualities or states of being.,0.020636721509390492
68606,"Tokens related to Family Guy or the word ""texture"" in descriptive contexts.",0.027251445350697328
68652,"Specialized terms related to structured processes, schedules, or formal actions.",0.023098766927581713
68819,"Tokens containing suffixes ""er"", ""im"", or ""up"" often denoting actions, roles, or states.",0.05575254300899313
68868,"Words in scriptural or religious contexts, often involving direct speech or interpretation of sacred texts.",10.154119463966628
69034,Compound or hyphenated adjectives describing functionality or design.,0.006127743162438575
69056,Tokens describing actions involving folding or bending objects.,0.018574548291912678
69262,"Tokens representing abstract qualities or states often associated with emotions, actions, or significant moments.",0.731365554553859
69273,"Tokens describing impactful qualities or actions, often emphasizing magnitude, efficiency, or dominance.",88.73277330836564
69340,Tokens within compound words or hyphenated phrases indicating specific states or conditions.,0.04914242298784596
69381,"Tokens conveying uncertainty or subjective judgment, often in phrases indicating ambiguity or opinion.",0.5485968496989827
69557,"The preposition ""of"" in contexts expressing personal benefit or gain.",0.04834749426237466
69832,"Proper nouns, often names of people, places, or events.",0.08157616545100994
69860,"Tokens related to culinary, artistic, or metaphorical expressions of containers or flowing forms.",0.008696208717968827
69908,"Words related to visual aesthetics, primarily focusing on ""color"" or ""colors"" in design contexts.",0.011720007787332773
69943,Tokens related to abstract qualities or impartiality in intellectual or ethical contexts.,0.31195332381357455
70063,"Tokens tied to perception, emotion, or engagement verbs suggesting active interaction or observation.",0.1645779856730893
70305,"Verbs or nouns related to action, influence, or physical interaction.",56.94926246068898
70307,"Specific proper nouns, rare terms, or unique identifiers in text contexts.",0.018334296993487556
70309,The comma punctuation mark following a proper noun or phrase.,0.007257373013253982
70520,Tokens forming part of uncommon or fragmented words in diverse contexts.,0.09299112016221339
70529,"Abstract or impactful nouns denoting challenges, outcomes, or transactions.",76.10688028875708
70656,"Temporal markers like ""last"" and ""first"" in contexts referring to specific points in time or events.",0.004833050503410009
70745,"Tokens implying action or consumption, often in phrases describing comfort or leisure.",0.8730024214362975
70843,"Legal and penal contexts, particularly tokens related to jail, sentencing, or legal pursuit actions.",97.55734195922466
70847,Tokens indicating possession or justice-related phrases.,24.50203427595677
70908,"The token ""regarding"" in formal contexts, often introducing topics or questions.",0.0011368068265211193
71062,"Nouns related to science, nature, or creative activities.",0.004252714774032385
71075,"Words denoting substances, emotions, or brand names in specialized or descriptive contexts.",0.9115285490540017
71118,"Tokens within words or phrases suggesting fragmentation, alteration, or disconnection.",87.21222418061092
71139,"Verbs in direct speech or narration, often indicating action, thought, or familiarity.",0.04524156847866497
71271,"Activates on tokens ""f"" and ""of"" in technical or formal contexts.",0.004344899586148497
71279,"Tokens related to obstruction, conflict, or cessation often involving ""way,"" ""out,"" or ""fighting.""",99.1418649308694
71301,Words emphasizing infrequency or uniqueness in descriptive contexts.,0.08218166060167577
71311,"Specific nouns or terms indicating a process, sequence, or inheritance of actions or traditions.",0.028795810028104163
71317,"Abbreviations consisting of uppercase letters, especially when part of formal names or programs.",0.004974302670233941
71339,"Tokens describing specific physical spaces or objects, often related to home or automotive contexts.",0.014800144547967659
71446,"Tokens expressing positive outcomes or relief, particularly the word ""Fortunately"".",0.009753020806765803
71487,"Tokens describing legal or formal concepts, often centered around ""alimony"" or priorities in structured contexts.",33.578369707883574
71578,Common function words and prepositions connecting clauses or phrases.,0.0020397482463515404
71628,"Tokens marking specific actions, conditions, or descriptive states often tied to transformation or emphasis.",1.366792557958357
71696,"Specific nouns representing distinct objects or concepts, often technical or categorized items.",0.004261252194487761
71698,"Tokens denoting headings, page numbers, or technical references in formal or structured documents.",2.1089746706637732e-05
71732,"Preposition ""of"" indicating possession, association, or origin in formal or descriptive contexts.",0.026171721887071224
71760,"Singular nouns representing distinctive objects, concepts, or actions often central to a specific context or description.",0.07804193240506126
71825,"Tokens suggesting abstract concepts or roles in specific contexts like finance, education, or social ideals.",0.09920765861295683
71860,"Tokens indicating binary or numerical states, often paired with contextual implications of choice or categorization.",0.22715083606396325
71915,"Tokens representing distinct parts of words, often completing or modifying their meaning.",0.016223180906667682
71958,"Common conversational or interrogative words in informal dialogue, such as ""what,"" ""are,"" or ""treat.""",0.06283973222216445
72131,"The token ""you"" when addressing the reader directly in instructional or motivational contexts.",0.03902027354406164
72143,"Words related to governance, public service, or civic activities.",0.24738536491443258
72346,"Tokens resembling abbreviations, symbols, or specific technical terms in professional or structured contexts.",0.004130026194479744
72502,"Words conveying continuity, maintaining states, or actions like ""remain"", ""stay"", ""likewise"", ""preserves"".",0.021779868491085413
72524,"Tokens representing celebration, dedication, or frying food in notable contexts or proper nouns like ""TON"" and ""LEM"".",0.022218749462412236
72566,"Tokens forming parts of specialized or brand-related terms, often involving unique or technical vocabulary.",0.0011704958808230826
72628,"Singular nouns related to transactions or acquisitions, often involving purchase or property.",2.815341835563721
72633,"Tokens forming parts of proper names, technical terms, or contact-related information.",0.0018609252704377404
72641,"Words indicating time, actions, or objects with notable significance or emphasis in context.",0.9333215750142035
72670,"Tokens indicating causation, justification, or attribution in context.",0.7079400596127212
72780,Tokens representing numerical years or abstract nouns associated with systemic concepts or processes.,0.2854870605568653
72787,"Comparative or descriptive contexts with ""as"", ""what"", ""than"", or ""misunderstood"".",0.04708179465064467
72802,Tokens representing specialized objects or concepts often tied to specific domains or environments.,0.009699693779430373
72831,Tokens forming creative or stylistic compound words or unique descriptors.,0.0066145391311550625
72860,"Verbs and nouns related to interpersonal or transactional actions, often in formal or economic contexts.",11.040835109468532
72890,Verbs or adjectives conveying action or personal transformation in a reflective or dynamic context.,1.2471643688999208
72919,"Words or prefixes with hyphens or unusual combinations involving technical, scientific, or specialized contexts.",0.016682046072189885
72920,Technical terms or specific formal nouns often related to definitions or structured information contexts.,0.004283881472551643
72982,"Tokens referencing ""comment"" or ""dale"" in proper nouns or descriptive contexts.",0.019542938206562863
73018,"Verbs or adjectives signaling significant change, initiation, or categorization.",3.9219558778328465
73139,"Words indicating possession, personal traits, or capability within expressive or reflective contexts.",0.2616286876530116
73153,"Abstract nouns tied to roles, responsibilities, or situational contexts requiring action or evaluation.",2.8683191656371445
73226,"Function words like ""of"" and ""ones"" in contexts emphasizing causality or selection.",0.1640247060304338
73253,"Uncommon or context-specific words, often with emotional, scientific, or descriptive significance.",0.07588982064149236
73270,"Tokens emphasizing precision or specific arrangement in processes, quantities, or descriptions.",0.009649125593240234
73283,"Verbs or actions related to observation, establishment, or sitting in descriptive or procedural contexts.",1.244746806298357
73361,"Prepositions or symbols indicating allocation, transfer, or purpose in contexts involving value or resource distribution.",7.352556175916925
73478,"Proper nouns or terms often starting with ""Gl"", ""Clar"", or ""Pan"", or related to specific objects/names.",0.0433108847610725
73526,"Tokens denoting alignment or compatibility, often related to matching, assessing, or aligning contexts.",0.04883602294777132
73592,"Words related to firmness, grounding, or stability, often conveying physical or metaphorical support.",0.039761674442083755
73707,"Specific descriptive or functional nouns and verbs often related to objects, mechanisms, or processes.",0.019976949236672186
73739,"Words indicating progression or transformation, especially ""then"" and similar temporal or causal markers.",0.056610354802629256
73859,"Verbs related to actions or processes, often in their gerund or past tense forms.",0.034846713332650804
73924,Specific technical or specialized nouns describing attributes or objects.,0.012847304782965157
73979,"Uncommon or stylistically distinct words highlighting contrast, absence, or uniqueness in context.",1.2136790537145299
73996,"Nouns or concepts denoting singular, significant entities or precise actions.",0.538849352690504
74047,"Rare substrings or syllables within words, often with unusual phonetic or orthographic structures.",0.006063232935307981
74069,"The indefinite article ""a"" preceding nouns or adjectives in impactful or emotional contexts.",0.1359067715361514
74121,"Tokens indicating abundance or bounty, often in descriptive or locational contexts.",0.010602332408889966
74272,"Tokens denoting brief actions, states, or occurrences, often implying suddenness or transience.",0.4901956936159402
74365,"Words related to waste management or legal financial entities (e.g., dumpsters, trusts, filters).",1.8178009206601713
74455,"Specific numbers, body parts, or distinct objects in contexts of time, measurement, or physical description.",7.774218711320119
74460,"Tokens related to technical or specialized terms, often indicating measurement, design, or structured processes.",0.00651282975326155
74562,"Tokens related to warnings, alerts, or sound signals, often indicating urgency or notification.",74.54900127645308
74679,"Tokens involving formal or structured elements like legal, historical, or technical references.",1.373177574927894
74815,"Prepositions ""of"" and ""to"" in phrases indicating relationships or sequences leading to events or objects.",0.033413075751092765
74816,"Tokens related to structural or numerical contexts like ""among,"" ""leads,"" ""8,"" or ""walls.""",0.008640967890034703
74923,"Spatial or directional references involving pointing, connecting, or motion towards an object or location.",0.020732102393692633
74950,"The token "","" appearing after a transitional phrase or clause.",0.005203098582288562
75120,"Tokens related to emotional states, calmness, or fulfillment, often conveying introspection or tranquility.",0.004471451013450581
75158,"Terms indicating spatial or relational separation like ""away"" or distinct group identifiers like ""households"".",28.37486588333049
75162,"Prepositions indicating movement or placement, often ""into,"" ""onto,"" or ""for,"" in spatial or abstract contexts.",0.10370440263173518
75174,"Rare or unique substrings, often mid-token, with unusual or unexpected linguistic or cultural contexts.",0.016723239262362796
75233,"Tokens representing prepositions, numbers, or parts of compound words in specific contextual constructions.",0.003751980372102657
75242,"Verbs or nouns related to active involvement, movement, or direct action.",11.943785041194685
75249,"Tokens related to specific actions, identifiers, or formal contexts, often conveying specificity or precision.",0.016862253414092088
75370,"Tokens ending in ""ity,"" ""ing,"" ""ology,"" or ""ief,"" often in contexts of description or categorization.",0.009752701891202207
75466,"Function words indicating relationships or conditions, such as ""when,"" ""how,"" ""of,"" ""its,"" and ""by.""",0.002727488696721383
75484,"Rare tokens including numbers, technical terms, or less common past-tense verbs.",0.00018090440817741715
75573,Abstract or technical nouns signifying concepts or qualities.,0.031730075406748104
75609,"Contextual function words used to introduce or specify examples, items, or categories.",0.007511963466516371
75617,Auxiliary verbs or modal verbs followed by infinitive verbs in sentences conveying obligation or possibility.,0.011174969055716213
75673,Verbs indicating formal actions or personal revelations.,5.67137052120901
75700,"Tokens denoting distinct objects, materials, or concepts with specific or technical significance.",0.1408647841835997
75925,"Words related to ""home"" or ""medium"" in contexts discussing location, media, or playback preferences.",0.013827402766053761
76050,"Tokens related to reaching, deflecting, or turning actions in a physical or metaphorical sense.",49.94334645336808
76061,"Specific tokens related to time (years), choices, treasures, or burning processes.",49.82830853391287
76070,"Quantifying or enumerating terms, often representing large amounts, diversity, or measurements.",0.014738165244386363
76085,"Emotional or behavioral descriptors often conveying hesitation, excitement, or intensity.",5.180399938631396
76098,"Specific nouns or adjectives describing sets, durations, or appearances in context.",0.02267263760636131
76154,"Tokens starting with ""Ġ"" often marking semantic emphasis or transitions in technical or descriptive contexts.",0.0032040163810721236
76155,"Words indicating contribution, agreement, or possession, often emphasizing interpersonal or collective significance.",0.08271090769202344
76203,"Tokens denoting physical or metaphorical positions, movements, or balances in spatial or abstract contexts.",3.4617944399210154
76204,"Action-oriented verbs implying measurement, selection, or initiation of a process.",4.230758000846048
76212,Phrases about becoming involved or breaking into activities or industries.,23.120551588252123
76287,"Ordinal numbers or specific technical terms indicating order, sequence, or departmental references.",0.003631552289644366
76358,"Tokens signifying unique or notable qualities in objects, places, or concepts.",0.014687771911897525
76409,"Tokens related to visual representation or artistic depiction, such as posing, capturing, or snapshots.",0.004015006209194397
76414,"Words conveying restrictions, limitations, or deficiencies in contexts describing challenges or constraints.",98.81934313883578
76509,"Verbs expressing certainty, reliability, or personal affirmation.",0.10583213823736505
76568,"Verbs indicating action or transformation, often in progressive or metaphorical contexts.",3.4219355791204236
76579,"Tokens representing actions or states of change, often metaphorical or abstract in context.",7.701696157761153
76582,"Tokens describing specific qualities or distinct features in objects, designs, or personal preferences.",0.007182250253211763
76609,"Words related to structural support, stability, or positioning, often in a physical or metaphorical sense.",0.040846836212445385
76622,"Common function words like ""this,"" ""of,"" ""in,"" and ""an"" connecting phrases in descriptive or referential contexts.",0.0012218130537244851
76676,"Words signaling specific actions, events, or categories, often with contextual significance like ""over,"" ""arrest,"" ""elementary,"" or ""Exhibit.""",88.57775044664602
76688,"Tokens representing obligation, location, or addressing a concept, often in phrases conveying necessity or presence.",0.10674244813802912
76761,"Tokens marking emphasis or distinction, often introducing notable concepts or highlighting parts in context.",0.008772006609957465
76763,Singular nouns or verbs with emphatic or significant meanings in specific contexts.,0.23775237901955334
76764,"Tokens conveying emotional or physical states, often with an emphasis on change or intensity.",51.00797269430767
76766,Specialized or uncommon suffixes or morphemes forming unique or technical terms.,0.0036187126033264535
76893,"Tokens indicating comparisons, measures, or conditions, often in analytical or evaluative contexts.",0.015367274070539031
76976,"Tokens related to agriculture, pesticides, or resources often connected to farming or environmental contexts.",30.47119168185784
77079,Verbs or gerunds related to sitting or positioning oneself physically or metaphorically.,0.17251381128250753
77255,"Tokens describing measurement units, decorative materials, or specialized tasks/actions.",0.012540292065378439
77385,"Tokens depicting gradual change, comparison, or subtle observable processes.",0.04307324561450574
77396,"Rarely used inflected or compound forms of words conveying action, possession, or classification.",2.035533739940865
77524,"Tokens related to abstract concepts or specialized terms in intellectual, artistic, or procedural contexts.",0.40750614064970714
77645,"Tokens related to distinct, impactful experiences or states, often involving transformation or heightened emotion.",49.74551199817411
77690,"Proper nouns, especially surnames or names in formal contexts.",0.005366768195444095
77708,"Tokens representing actions or processes completed, especially the word ""done"".",0.039316650996232855
77709,"Verbs describing actions or states of being, often implying change or decision.",12.62875797934193
77827,"Currency symbols or conjunction ""but"" in contexts emphasizing monetary amounts or contrasting ideas.",11.40265360483681
78031,"Tokens marking specific events, entities, or designations often associated with time, identity, or structure.",0.15537015160371703
78077,Specific uncommon words or phrases denoting distinctiveness or uniqueness.,0.010131605396472539
78131,"Tokens indicating observation or accessibility in time, such as ""watch,"" ""watched,"" ""anytime.""",0.07196691242939697
78355,Tokens implying aspiration or realization of a bold or imaginative concept or scenario.,0.06240156446350068
78391,"Tokens marking emphasis, causation, or contrast within a sentence, often involving conjunctions or punctuation.",0.01634696231595626
78478,"Tokens describing nuanced actions, emotions, or sensory experiences often in a reflective or descriptive context.",6.772037079945501
78481,"Tokens related to empathy, apathy, or occupational roles/actions.",1.813912496861653
78541,Tokens describing elevated or private spaces or maximum limits in a context of exclusivity or constraints.,89.24548489468539
78588,Tokens linked to distinct named places or conceptual elements with notable significance or structure.,0.12145960113227419
78635,"Tokens modifying actions or qualities, often indicating degree, manner, or comparison (e.g., ""so"", ""most"", ""less"").",0.011053987301415066
78641,"Words denoting professional roles, procedures, or specialized fields.",0.01654483222007592
78656,"Tokens related to physical actions or objects involving movement, reactivity, or compensation.",60.28952324343545
78657,"Activates on the word ""formula"" used in contexts describing products or their properties.",0.09424613881916365
78711,"Words related to issues, damage, or managerial roles, often in contexts of responsibility or impact.",93.32851192759739
78724,"Tokens related to awards, achievements, or symbolic items of value.",0.023307903101301326
78726,"Functional words indicating obligation, ability, or qualities essential for an action or state.",0.12453887835518584
78744,"Action-oriented verbs conveying progress, change, or decision-making.",5.250170335071249
78816,Verbs implying action or maintenance in instructional or descriptive contexts.,0.04313333755318635
79067,"Tokens referencing specific entities or concepts often used in technical, legal, or descriptive contexts.",0.11589546375950352
79280,"Specific technical or spatial terms, especially ""board"" in nautical contexts and ordinal numbers like ""th"".",0.007422988117725137
79325,"Tokens conveying personal impact or emotional significance, often related to change, sacrifice, or harm.",87.68106627601726
79361,Prepositions indicating relationships or connections in a phrase.,0.018432882740256954
79376,"The token ""certification"" in contexts related to education or professional qualifications.",0.003287398488943139
79382,"Prepositions ""to"" or ""that"" when introducing clauses or phrases requiring explanation or context.",0.006811015593101161
79507,Tokens in proper nouns or idiomatic phrases conveying specificity or uniqueness.,0.0034623579893587313
79561,"Tokens suggesting transitions, flow, or connections, often related to movement, crossing, or dynamic processes.",1.3319401392085473
79594,"Business-related terms like ""corporation"" and ""of"" in contexts describing entities, products, or organizational roles.",0.008678163953920258
79670,"Tokens conveying strength, stability, or defined boundaries often related to firmness or rigidity.",12.08005783496791
79749,"Words related to physical spaces or areas, especially kitchens, bathrooms, travel, and rental cars.",0.10378381009859414
79867,"Tokens related to appearance or manifestation, often in contexts of creation, perception, or realization.",0.24892429701233007
79952,"Tokens implying rarity, exceptionality, or distinctiveness, often related to unconventional or noteworthy concepts.",1.1043952972590145
79979,"Prepositions ""of,"" ""in,"" ""when,"" and ""with"" in contexts describing relationships or conditions.",0.012245413757336671
80016,"The token ""most"" within comparative contexts emphasizing the peak or maximum of situations or quantities.",0.013523646329640503
80119,Words conveying the act of trapping or capturing substances or objects.,95.55850857841895
80217,Pronouns or proper nouns in contexts of personal reference or identification.,0.04710578652988811
80520,"Words indicating specific actions, roles, or tools in a structured or logistical context.",0.060186385686016225
80587,"Temporal adverbs indicating past occurrences or states such as ""previously,"" ""once,"" and ""had.""",0.004315418524306433
80909,"Tokens related to grammatical function words indicating location or connection like ""from,"" ""to,"" or hyphenated forms.",0.004433069371080174
80917,"Tokens denoting possession, containment, or relational context like ""of,"" ""table,"" or ""containing.""",0.005485089836144606
81081,"Words related to optimization or productivity, especially efficiency and simplification.",0.021211628718320535
81157,"Singular or plural forms of ""factor"" in contexts analyzing causes or influences.",0.1209815387518405
81301,"Common verbs or adjectives expressing ease, trust, or responsibility in relational or situational contexts.",0.20401598481851793
81311,"Positive or formal words ending in ""ation"" or conveying goodwill in greetings or farewells.",0.012071913911606037
81314,"Tokens denoting spaces or features in physical environments, often associated with leisure or functional design.",0.013674861877543328
81376,"Tokens referencing medical, genetic testing, or notable past experiences.",29.249212389873286
81548,"Future-oriented or temporal adverbs and phrases indicating time, possibility, or expectation.",0.02724905794728242
81685,"Specialized or culturally significant words, often technical or domain-specific.",0.003606766841042948
81700,"Tokens indicating relationships or connections, often linking entities or actions.",0.0527513484232845
81748,"Verbs indicating actions or processes related to communication, alignment, or entering states.",0.2768372696519596
81793,Hyphenated compound words and technical terms often related to descriptions or categorizations.,0.0007978193035163687
81876,"Past tense verbs ending in ""ed"" related to expelling or releasing fluids or substances.",83.8281671732862
82016,"Words emphasizing exclusivity or specificity, such as ""just"" or ""of,"" often in contrasting contexts.",0.05187837550677085
82096,"Words related to ""family"" or familial relationships in various contexts.",0.01891747014376326
82338,"Verbs indicating dependency or exerting influence, often in contexts of judgment or decision-making.",45.021860766404636
82351,"Tokens representing small, distinct units in text often marking possession or specificity.",0.0018271961518399995
82539,"Abstract nouns indicating evaluation, causation, or processes of decision-making.",0.8127522529300556
82635,"Proper nouns ""Pentagon"" and the monetary unit ""trillion"" in financial or significant context.",4.4226265685787665
82663,"Tokens reflecting personal identity, passion, or self-discovery in a narrative context.",0.027561708310022068
82725,"Singular nouns implying actions, roles, or outcomes that involve human agency or decision-making.",19.086533216001257
82736,"Functional or procedural language involving specific prepositions or modifiers indicating purpose, transformation, or reliability.",0.05568459192682028
82777,"Tokens related to on-screen context or presentation, often involving screen-related terms or descriptors.",0.00047388346798100413
83006,"Technical or specialized terms related to precision, measurement, or defined processes.",0.00652165571641648
83016,"Rare or formal verbs, nouns, or terms often linked to specific actions or processes.",0.09264456591237845
83033,"Tokens ending in ""ing"", ""ed"", or ""ation"" related to actions, emotions, or interactions.",0.16210676169242302
83089,"Tokens describing actions, processes, or changes in state related to movement, water, or transformation.",0.977709934334745
83202,"Words indicating a specific category, group, or distinction often used in formal or structured contexts.",0.24898181246476767
83255,"Common auxiliary verbs or modals indicating necessity or obligation like ""to"" or ""do.""",0.0018749456057026881
83363,Tokens representing uncommon or fragmented words often related to specific contexts or specialized vocabulary.,0.0046495505116345625
83367,Tokens indicating a specific or definitive quality in descriptions or actions.,0.020714062018923562
83473,"The token ""live"" in contexts related to real-time or dynamic functionality.",0.005612677383975187
83490,Specific technical or descriptive terms often used in specialized contexts or detailed explanations.,0.003964195666047644
83552,"Prepositions ""in"" and ""of"" used in phrases involving abstract concepts, relationships, or contexts of action.",0.07978083414254027
83596,Tokens related to bodily functions or transformative processes often involving fluids or changes.,21.840272150699715
83685,"Verbs indicating deliberate or anticipatory action, often tied to waiting, shifting, or focusing.",46.98683119467232
83715,"Tokens related to specific actions, offers, or displays in a formal or transactional context.",0.029600417279144257
83775,"Tokens related to ""bottle"" in contexts of physical containers or quantities.",0.035226006519996446
83850,"Verbs related to initiating, creating, or establishing processes or systems.",0.408169216840522
83910,Empty delimiters possibly representing a placeholder or missing content in text.,0.592259870935747
83917,"Specific formal or legal terms like ""bound,"" ""place,"" or ""size"" in structured or contractual contexts.",0.0889939754788453
84004,"Tokens depicting significant actions, states, or events with a sense of dynamicity or completion.",3.228455429608412
84131,Tokens related to fax communication and racing activities.,16.86478729449109
84155,"Words indicating observation, focus, or adjustment, often tied to actions or qualities like tone, pace, or scope.",0.319937017777523
84167,"Verbs implying evaluation, negation, or transformation in abstract or metaphorical contexts.",12.8291912042337
84416,"Tokens related to passing actions, often in sports or motion contexts.",0.6714417022291473
84641,"Tokens indicating movement or transition, such as ""to,"" ""shifted,"" ""relocated,"" and ""tilt.""",0.11829511865585537
84921,"Function words indicating modification or spatial/temporal relationships (e.g., adopted, modified, across, of, off).",0.008384440586993593
84939,"Suffixes modifying nouns or adjectives to describe qualities or states, often implying abundance or refinement.",0.011648989352298552
85130,"Tokens following commas or slashes in technical, organizational, or structured contexts.",0.021687876433680614
85135,"Tokens denoting containers, thresholds, or states of disarray like ""bucket,"" ""thresholds,"" and ""chaos.""",70.5648816506738
85348,"Tokens indicating temporal progression or conditional outcomes, such as ""already,"" ""as,"" ""to,"" ""with,"" and ""waves.""",0.006970148096553333
85428,"Tokens indicating possession, actions, or states of being in informal or narrative contexts.",0.10321370172377888
85454,"Tokens related to abstract concepts, institutions, or specialized fields and practices.",0.19530096265715485
85477,"Rare or fragmented tokens, often part of compound or stylized words.",0.06306935455603618
85554,"Tokens describing specific objects, substances, or attributes often associated with distinct roles or functions.",0.09157775342891118
85588,"Tokens indicating time, frequency, or subjective appreciation.",0.018051836628119246
85661,"Verbs or nouns indicating action, entry, or operation within a specific context or system.",8.07324623174742
85684,"Proper nouns or specific terms in formal contexts, including place names, object names, and technical terms.",0.0033056861633755357
85692,"Tokens denoting partial measures or fractions, often hyphenated, like ""quarter"" or ""rate"".",0.00040869438795909326
85707,"Words like ""reflect"" or ""dedication"" conveying alignment, representation, or commitment in a descriptive context.",0.01884129905228181
85783,"Function words indicating comparison, alternatives, or uncertainty, such as ""to,"" ""else,"" ""of,"" and ""no.""",0.02306639366033881
85786,Function words like prepositions and conjunctions indicating relationships or transitions in sentences.,0.009195072531017671
86118,Tokens related to US Census data or traffic monitoring systems.,0.026742633601205292
86278,"Tokens related to specialized contexts like sports, dance, certification, or numerical sequences.",0.0040926914014683055
86286,"Tokens related to DIY activities, crafts, and niche specific terminology.",0.0035184603113923444
86357,"Abstract verbs or prepositions in contexts indicating conditions, attributes, or inclusion.",0.10324886024294827
86369,"Verbs or adjectives indicating possession, attraction, naming, or strong association.",1.0814551968609951
86420,"Words linked to sound or resonance, often involving echoes, ringing, or vocal passages.",0.04330680182684204
86637,Tokens related to striking out in baseball or specific technical terms and product names.,1.6164749229590036
86701,"Positive or transformative actions, outcomes, or states often described with verbs or adjectives.",0.05626809445311295
86703,"Proper nouns or specific terms related to products, systems, or replacements.",0.035383332214861445
86811,"Tokens indicating specific actions, objects, or states related to positioning, manipulation, or imaginative contexts.",0.4126838715972772
86837,"Common function words in informal, conversational, or narrative contexts.",0.5921523764338458
86846,"Tokens ""truly"" or ""genuinely"" emphasizing authenticity or depth in descriptions or experiences.",0.005844508990732271
86857,"Specific nouns (e.g., fragment, letter, report, phrase) in contexts emphasizing distinct or highlighted textual elements.",0.005186962758015208
86872,"Tokens representing specific actions, states, or attributes related to objects or concepts.",0.5230952451315192
86982,"Tokens representing fragments or leftovers of something, often in descriptive or detailed contexts.",2.0146734174710046
87104,"Tokens introducing explanations, elaborations, or consequences in a sentence.",0.007799671726923738
87107,"Words denoting formal entities, structures, or official roles in institutional or organizational contexts.",0.10210719823581725
87141,"Fashion-related words, especially those describing clothing features or styles like zippers, crop tops, and flowing silhouettes.",0.005169071803842651
